State,Percentage_pop_with_bachelors,Year,Adults 19-25,Adults 26-34,Adults 35-54,EnergyC_addunit,num_jobs_tot,Av_temperature,Median_income,GDP,Elec_price,Tot_vehicle,Number of registrations,Label,Label_py,Label_R,Key
Michigan,29.6,2018,890600.0,1151100.0,2431200.0,2911393.0,5715006.0,45.9,65222.0,520245.1,33.46,3023940.0,345.0,Low,0,1,Michigan2018
Minnesota,36.7,2018,458400.0,685900.0,1398200.0,1940174.0,3776796.0,42.3,77488.0,372011.3,30.55,1976525.0,234.0,Low,0,1,Minnesota2018
Mississippi,23.2,2018,262100.0,326400.0,717600.0,1105822.0,1602769.0,64.7,46159.0,112201.7,27.28,825338.0,23.0,Low,0,1,Mississippi2018
Missouri,29.5,2018,519900.0,714300.0,1470900.0,1860863.0,3776639.0,56.5,66600.0,318153.5,29.1,2102216.0,342.0,Low,0,1,Missouri2018
Montana,31.7,2018,84500.0,118800.0,247800.0,436316.0,684016.0,43.7,62233.0,50916.9,26.65,452845.0,1366.0,Medium,1,2,Montana2018
Nebraska,32.4,2018,161600.0,224800.0,460200.0,909065.0,1330189.0,50.5,72911.0,127015.5,26.45,683020.0,128.0,Low,0,1,Nebraska2018
Nevada,24.9,2018,251100.0,386200.0,791200.0,776588.0,1848916.0,53.0,66749.0,170257.6,25.42,1073760.0,634.0,Low,0,1,Nevada2018
New Hampshire,36.8,2018,106400.0,146700.0,341300.0,325655.0,892528.0,44.3,87769.0,83869.8,49.87,506959.0,243.0,Low,0,1,New Hampshire2018
New Jersey,40.8,2018,725800.0,1002400.0,2365900.0,2194123.0,5550060.0,54.0,80033.0,614106.5,38.86,2754253.0,1500.0,Medium,1,2,New Jersey2018
New Mexico,27.7,2018,186400.0,239200.0,484500.0,703100.0,1110504.0,56.4,52096.0,97268.0,27.57,655766.0,65.0,Low,0,1,New Mexico2018
New York,37.2,2018,1648400.0,2552500.0,4945500.0,3946032.0,12655225.0,46.2,72586.0,1697661.4,43.46,4712779.0,8756.0,High,2,3,New York2018
North Carolina,31.9,2018,848600.0,1179600.0,2653900.0,2685032.0,6056339.0,60.2,57583.0,567836.2,27.12,3393781.0,1645.0,Medium,1,2,North Carolina2018
North Dakota,29.7,2018,78600.0,99300.0,170000.0,663153.0,578348.0,42.1,71756.0,59248.7,26.16,240048.0,0.0,Low,0,1,North Dakota2018
Ohio,29.0,2018,973600.0,1345900.0,2850100.0,3762435.0,7066978.0,52.4,66500.0,667115.6,29.24,4603594.0,1432.0,Medium,1,2,Ohio2018
Oklahoma,25.6,2018,333200.0,479300.0,932800.0,1715294.0,2311450.0,61.4,58732.0,202712.5,23.91,1296219.0,354.0,Low,0,1,Oklahoma2018
Oregon,34.0,2018,347300.0,531100.0,1066100.0,1021526.0,2569916.0,48.9,74626.0,237113.7,25.93,1488623.0,779.0,Low,0,1,Oregon2018
Pennsylvania,31.8,2018,1027000.0,1475100.0,3119700.0,3933425.0,7763334.0,49.9,69619.0,773977.4,29.7,4424183.0,1276.0,Medium,1,2,Pennsylvania2018
Rhode Island,34.4,2018,92700.0,128900.0,262200.0,195556.0,648735.0,51.0,67183.0,59290.8,53.05,412255.0,126.0,Low,0,1,Rhode Island2018
South Carolina,28.3,2018,423000.0,558000.0,1243300.0,1675118.0,2843412.0,64.2,61980.0,233251.4,28.33,1830186.0,180.0,Low,0,1,South Carolina2018
South Dakota,29.2,2018,77100.0,96400.0,200300.0,406677.0,610237.0,46.9,64158.0,52299.3,29.21,358859.0,20.0,Low,0,1,South Dakota2018
Tennessee,27.5,2018,571500.0,788700.0,1709100.0,2233190.0,4119492.0,59.0,60487.0,363055.5,28.15,2285329.0,345.0,Low,0,1,Tennessee2018
Texas,30.3,2018,2642800.0,3631000.0,7333600.0,14009870.0,17607238.0,66.7,64506.0,1809396.7,25.16,8248322.0,5674.0,High,2,3,Texas2018
Utah,34.9,2018,337300.0,403600.0,756700.0,844319.0,2069735.0,51.3,83152.0,184457.5,24.16,937421.0,487.0,Low,0,1,Utah2018
Vermont,38.7,2018,48400.0,68700.0,151600.0,138642.0,437638.0,43.1,75599.0,33066.8,44.35,218302.0,121.0,Low,0,1,Vermont2018
Virginia,39.3,2018,702300.0,997000.0,2167600.0,2501044.0,5297964.0,56.6,83243.0,532906.5,27.79,3267735.0,3289.0,High,2,3,Virginia2018
Washington,36.7,2018,622000.0,1023700.0,1913600.0,2054390.0,4537723.0,47.7,86021.0,564313.9,23.63,2964939.0,5664.0,High,2,3,Washington2018
West Virginia,21.3,2018,143300.0,184300.0,443100.0,831311.0,897857.0,53.1,54566.0,79192.9,25.55,560118.0,100.0,Low,0,1,West Virginia2018
Wisconsin,30.0,2018,489400.0,644200.0,1446800.0,1896601.0,3720945.0,44.4,67574.0,332498.6,31.02,2087518.0,6366.0,High,2,3,Wisconsin2018
Wyoming,26.9,2018,46600.0,67500.0,136700.0,557604.0,404561.0,43.9,67477.0,39171.7,23.87,203546.0,11.0,Low,0,1,Wyoming2018
Alabama,26.3,2019,414500.0,549500.0,1195300.0,1926332.0,2712163.0,65.0,59558.0,231561.9,28.85,2109108.0,540.0,Low,0,1,Alabama2019
Alaska,30.2,2019,65300.0,97500.0,172900.0,605689.0,454785.0,7.5,83079.0,54728.2,59.36,178516.0,42.0,Low,0,1,Alaska2019
Arizona,30.2,2019,656800.0,860500.0,1708100.0,1556416.0,3929985.0,61.8,74897.0,372393.5,30.83,2405958.0,5443.0,High,2,3,Arizona2019
Arkansas,23.3,2019,253500.0,335600.0,723700.0,1096477.0,1664214.0,61.6,57799.0,131578.3,24.11,886646.0,287.0,Low,0,1,Arkansas2019
California,35.0,2019,3539800.0,5288800.0,10152200.0,7790111.0,24227775.0,59.9,82772.0,3042694.1,49.6,14894912.0,0.0,Low,0,1,California2019
Colorado,42.7,2019,498900.0,792000.0,1488600.0,1566652.0,3895377.0,46.9,76832.0,394534.7,29.87,1741218.0,4752.0,High,2,3,Colorado2019
Connecticut,39.8,2019,297800.0,390500.0,895300.0,735517.0,2298065.0,50.9,92507.0,288536.3,54.68,1260953.0,1254.0,Medium,1,2,Connecticut2019
Delaware,33.2,2019,75900.0,111000.0,227200.0,298616.0,602812.0,57.4,78628.0,76923.7,31.05,423462.0,254.0,Low,0,1,Delaware2019
District of Columbia,59.7,2019,60600.0,144700.0,180800.0,167397.0,915189.0,59.8,98675.0,143990.8,35.97,203770.0,322.0,Low,0,1,District of Columbia2019
Florida,30.7,2019,1680200.0,2399400.0,5236000.0,4371666.0,12761585.0,72.6,61856.0,1111392.2,30.61,7841189.0,11856.0,High,2,3,Florida2019
Georgia,32.5,2019,917200.0,1252700.0,2744000.0,2955875.0,6399395.0,65.6,60012.0,637992.5,28.91,3499520.0,4676.0,High,2,3,Georgia2019
Hawaii,33.6,2019,96200.0,155600.0,342900.0,307764.0,914163.0,80.9,93265.0,91912.7,84.23,498991.0,1009.0,Medium,1,2,Hawaii2019
Idaho,28.7,2019,148300.0,210100.0,423000.0,565998.0,1064118.0,44.2,69932.0,82847.2,23.12,602170.0,234.0,Low,0,1,Idaho2019
Illinois,35.8,2019,1070400.0,1556300.0,3193400.0,3951620.0,7859703.0,52.6,78845.0,889540.1,28.25,4322849.0,4325.0,High,2,3,Illinois2019
Indiana,26.9,2019,593300.0,771600.0,1628100.0,2779091.0,3970076.0,52.8,70679.0,381132.3,29.14,2185979.0,1287.0,Medium,1,2,Indiana2019
Iowa,29.3,2019,272600.0,349600.0,743900.0,1645247.0,2071092.0,47.6,70002.0,195708.7,26.62,1221843.0,0.0,Low,0,1,Iowa2019
Kansas,34.0,2019,257400.0,324900.0,678500.0,1129559.0,1924539.0,54.7,77523.0,176564.4,30.33,947147.0,547.0,Low,0,1,Kansas2019
Kentucky,25.1,2019,383900.0,491400.0,1096100.0,1723238.0,2550230.0,57.4,58989.0,218494.7,25.33,1669167.0,463.0,Low,0,1,Kentucky2019
Louisiana,25.0,2019,393800.0,552100.0,1113600.0,4282045.0,2717896.0,68.2,54797.0,255481.9,23.4,1349719.0,287.0,Low,0,1,Louisiana2019
Maine,33.2,2019,97100.0,142900.0,328000.0,384261.0,842473.0,41.7,70523.0,68690.4,41.14,373868.0,154.0,Low,0,1,Maine2019
Maryland,40.9,2019,474900.0,720900.0,1559300.0,1355227.0,3743604.0,56.2,101283.0,420371.3,32.93,1868994.0,2908.0,High,2,3,Maryland2019
Massachusetts,45.0,2019,581200.0,875600.0,1730600.0,1464995.0,4872989.0,49.6,92949.0,589904.3,53.92,2088673.0,2776.0,High,2,3,Massachusetts2019
Michigan,30.0,2019,884100.0,1151600.0,2398300.0,2880159.0,5713882.0,44.8,67951.0,532217.0,33.93,2831498.0,1654.0,Medium,1,2,Michigan2019
Minnesota,37.3,2019,451900.0,690600.0,1387600.0,1900531.0,3783623.0,40.3,86292.0,383956.6,30.43,1836830.0,543.0,Low,0,1,Minnesota2019
Mississippi,22.3,2019,254000.0,315500.0,719900.0,1093230.0,1607696.0,65.3,47463.0,114234.4,27.39,806061.0,54.0,Low,0,1,Mississippi2019
Missouri,30.2,2019,504400.0,721400.0,1462200.0,1805708.0,3779850.0,55.4,64218.0,332485.8,28.38,2052788.0,1243.0,Medium,1,2,Missouri2019
Montana,33.6,2019,88300.0,118100.0,245200.0,445912.0,686459.0,41.5,63792.0,51925.4,27.19,439118.0,414.0,Low,0,1,Montana2019
Nebraska,33.2,2019,164300.0,229300.0,448800.0,907219.0,1328812.0,48.5,77437.0,131866.9,26.62,661863.0,483.0,Low,0,1,Nebraska2019
Nevada,25.7,2019,250700.0,396800.0,795100.0,779141.0,1884215.0,51.6,75143.0,182186.3,25.73,1060188.0,1967.0,Medium,1,2,Nevada2019
New Hampshire,37.6,2019,102700.0,150800.0,339100.0,319667.0,890110.0,44.4,92093.0,87338.2,50.28,489223.0,647.0,Low,0,1,New Hampshire2019
New Jersey,41.2,2019,711700.0,1015000.0,2321300.0,2098952.0,5571414.0,54.4,92969.0,637630.4,39.43,2639261.0,3220.0,High,2,3,New Jersey2019
New Mexico,27.7,2019,183500.0,238100.0,485800.0,738484.0,1116979.0,55.4,56287.0,102027.5,26.48,641837.0,232.0,Low,0,1,New Mexico2019
New York,37.8,2019,1632400.0,2537700.0,4850700.0,3841948.0,12746559.0,46.2,76149.0,1787666.0,42.04,4444391.0,14576.0,High,2,3,New York2019
North Carolina,32.3,2019,870500.0,1192200.0,2635400.0,2656262.0,6149574.0,60.9,64814.0,594521.0,27.7,3434565.0,2435.0,High,2,3,North Carolina2019
North Dakota,30.4,2019,74500.0,100400.0,169900.0,683875.0,581826.0,39.6,74216.0,59199.2,25.98,228880.0,20.0,Low,0,1,North Dakota2019
Ohio,29.3,2019,964100.0,1355100.0,2819400.0,3637669.0,7072285.0,52.4,68527.0,697166.8,28.19,4423248.0,2343.0,High,2,3,Ohio2019
Oklahoma,26.2,2019,349100.0,471600.0,927700.0,1684997.0,2309852.0,60.3,62946.0,204192.5,23.24,1255133.0,756.0,Low,0,1,Oklahoma2019
Oregon,34.5,2019,347500.0,529800.0,1078300.0,1027578.0,2578253.0,48.3,78860.0,247233.1,25.81,1424799.0,3021.0,High,2,3,Oregon2019
Pennsylvania,32.3,2019,976800.0,1520200.0,3071300.0,3818814.0,7773246.0,50.0,74800.0,799888.8,28.84,4267810.0,4365.0,High,2,3,Pennsylvania2019
Rhode Island,34.8,2019,89100.0,129300.0,256900.0,190581.0,651037.0,51.7,74344.0,61642.8,54.18,396508.0,235.0,Low,0,1,Rhode Island2019
South Carolina,29.6,2019,409100.0,578700.0,1241500.0,1640751.0,2882340.0,64.8,65735.0,245987.2,29.36,1801243.0,1764.0,Medium,1,2,South Carolina2019
South Dakota,29.7,2019,70100.0,98100.0,199900.0,405954.0,610900.0,44.1,68095.0,54001.3,29.18,342868.0,100.0,Low,0,1,South Dakota2019
Tennessee,28.7,2019,574000.0,820300.0,1687000.0,2171765.0,4168951.0,59.6,60011.0,380128.5,28.48,2185228.0,2091.0,High,2,3,Tennessee2019
Texas,30.8,2019,2647900.0,3687100.0,7375600.0,14234096.0,17902900.0,66.3,71474.0,1858757.8,25.51,8313622.0,11980.0,High,2,3,Texas2019
Utah,34.8,2019,342700.0,414800.0,764200.0,855124.0,2103036.0,49.9,89574.0,196538.9,24.25,921645.0,1997.0,Medium,1,2,Utah2019
Vermont,38.7,2019,51200.0,66400.0,147900.0,136905.0,433602.0,43.1,78746.0,34230.8,45.02,206621.0,365.0,Low,0,1,Vermont2019
Virginia,39.6,2019,684600.0,981000.0,2165300.0,2460902.0,5329887.0,56.9,86172.0,557764.4,27.89,3187026.0,6574.0,High,2,3,Virginia2019
Washington,37.0,2019,619900.0,1028200.0,1926900.0,2078663.0,4589563.0,48.0,87381.0,595231.8,23.76,2943913.0,8557.0,High,2,3,Washington2019
West Virginia,21.1,2019,140600.0,182300.0,437000.0,829454.0,881598.0,53.7,56916.0,79325.6,24.89,536646.0,200.0,Low,0,1,West Virginia2019
Wisconsin,31.3,2019,483000.0,658400.0,1423000.0,1847846.0,3719288.0,43.0,71380.0,345236.4,31.23,2004001.0,4211.0,High,2,3,Wisconsin2019
Wyoming,29.1,2019,46800.0,65800.0,136100.0,546671.0,408235.0,42.2,69027.0,39428.0,23.91,196219.0,57.0,Low,0,1,Wyoming2019
Alabama,27.8,2020,425300.0,545700.0,1271600.0,1838656.0,2671253.0,65.6,57243.0,230892.1,28.89,2035376.0,923.0,Medium,1,2,Alabama2020
Alaska,31.9,2020,63600.0,95800.0,175900.0,640132.0,430824.0,-6.4,78236.0,50475.2,58.22,171144.0,105.0,Low,0,1,Alaska2020
Arizona,33.0,2020,755900.0,876500.0,1773700.0,1508154.0,3920036.0,60.4,70220.0,382072.3,30.59,2410018.0,8002.0,High,2,3,Arizona2020
Arkansas,24.9,2020,280900.0,323600.0,702000.0,1034661.0,1640442.0,61.5,53148.0,133969.1,24.43,872437.0,576.0,Low,0,1,Arkansas2020
California,36.9,2020,3768300.0,5259800.0,10153600.0,6922764.0,23155486.0,58.3,81278.0,3020173.4,52.86,14201400.0,0.0,Low,0,1,California2020
Colorado,44.2,2020,557100.0,792300.0,1521900.0,1451112.0,3821923.0,45.4,87689.0,391263.3,30.16,1639028.0,6850.0,High,2,3,Colorado2020
Connecticut,42.4,2020,294000.0,437800.0,814200.0,667011.0,2217497.0,50.2,83141.0,276223.3,56.08,1211171.0,3098.0,High,2,3,Connecticut2020
Delaware,34.7,2020,88500.0,116500.0,224200.0,277144.0,592045.0,57.9,73292.0,75818.6,30.34,415915.0,785.0,Low,0,1,Delaware2020
District of Columbia,63.6,2020,79000.0,149800.0,197500.0,143773.0,865878.0,60.6,92337.0,144720.0,34.87,210297.0,987.0,Medium,1,2,District of Columbia2020
Florida,33.7,2020,1598200.0,2641300.0,5285500.0,4003133.0,12720098.0,73.5,60460.0,1116726.8,29.49,7841553.0,19786.0,High,2,3,Florida2020
Georgia,34.8,2020,958400.0,1343100.0,2905200.0,2727565.0,6326942.0,66.5,62033.0,625425.7,29.09,3495421.0,9478.0,High,2,3,Georgia2020
Hawaii,35.5,2020,104100.0,167700.0,336600.0,232516.0,817748.0,79.1,84600.0,82535.5,80.78,474979.0,3887.0,High,2,3,Hawaii2020
Idaho,30.9,2020,187400.0,221700.0,437900.0,550098.0,1078122.0,43.1,69841.0,85927.8,23.4,588362.0,675.0,Low,0,1,Idaho2020
Illinois,37.6,2020,1180300.0,1506700.0,3150300.0,3612925.0,7519502.0,52.6,77805.0,856942.9,28.79,4161655.0,9574.0,High,2,3,Illinois2020
Indiana,28.9,2020,622100.0,689600.0,1691600.0,2564421.0,3843507.0,53.0,69925.0,373781.6,29.19,2123748.0,2176.0,High,2,3,Indiana2020
Iowa,29.5,2020,283300.0,388000.0,765100.0,1526087.0,2010409.0,47.2,72030.0,196982.9,26.29,1163751.0,0.0,Low,0,1,Iowa2020
Kansas,35.1,2020,254000.0,382600.0,724100.0,1069542.0,1879086.0,54.0,76495.0,177580.9,30.68,889083.0,1176.0,Medium,1,2,Kansas2020
Kentucky,27.4,2020,360600.0,590300.0,1023100.0,1595472.0,2472056.0,57.9,59405.0,216865.6,25.27,1644497.0,763.0,Low,0,1,Kentucky2020
Louisiana,27.2,2020,405900.0,550100.0,1103700.0,4200360.0,2593066.0,68.0,53576.0,232527.8,22.84,1315691.0,856.0,Medium,1,2,Louisiana2020
Maine,33.5,2020,89100.0,158100.0,338900.0,365101.0,813207.0,41.2,66667.0,70740.0,39.7,356079.0,398.0,Low,0,1,Maine2020
Maryland,43.1,2020,505700.0,701000.0,1468600.0,1212643.0,3620521.0,57.0,99215.0,410931.0,32.68,1823553.0,4387.0,High,2,3,Maryland2020
Massachusetts,46.9,2020,584100.0,917600.0,1753100.0,1278411.0,4600345.0,49.0,91912.0,585150.3,53.32,2003373.0,6098.0,High,2,3,Massachusetts2020
Michigan,32.1,2020,903700.0,1202200.0,2305400.0,2610581.0,5388167.0,44.8,67399.0,520105.3,35.85,2691704.0,3804.0,High,2,3,Michigan2020
Minnesota,37.9,2020,521200.0,649100.0,1407500.0,1731499.0,3608149.0,39.9,82431.0,376814.4,31.15,1841690.0,1543.0,Medium,1,2,Minnesota2020
Mississippi,24.5,2020,235900.0,371700.0,738700.0,1037261.0,1573592.0,65.5,47242.0,115123.4,26.97,788425.0,152.0,Low,0,1,Mississippi2020
Missouri,31.9,2020,538100.0,676400.0,1469500.0,1702136.0,3693351.0,55.3,65081.0,330249.9,28.24,1991376.0,2054.0,High,2,3,Missouri2020
Montana,34.6,2020,79600.0,132000.0,249500.0,429327.0,684333.0,39.8,59390.0,52355.8,27.66,459081.0,1323.0,Medium,1,2,Montana2020
Nebraska,33.3,2020,203100.0,238000.0,475900.0,863654.0,1305987.0,47.6,75622.0,134580.8,26.3,624907.0,846.0,Medium,1,2,Nebraska2020
Nevada,28.0,2020,278500.0,401300.0,820800.0,710083.0,1770936.0,50.0,64020.0,172562.6,24.43,1027503.0,3878.0,High,2,3,Nevada2020
New Hampshire,40.2,2020,96700.0,180300.0,322100.0,295548.0,858502.0,43.8,93045.0,88337.7,48.75,460825.0,968.0,Medium,1,2,New Hampshire2020
New Jersey,43.1,2020,630000.0,1013100.0,2457500.0,1893854.0,5319600.0,54.8,89543.0,620085.9,40.07,2541125.0,7588.0,High,2,3,New Jersey2020
New Mexico,30.1,2020,194500.0,240900.0,469600.0,699738.0,1069680.0,54.6,53283.0,98790.0,27.49,623955.0,765.0,Low,0,1,New Mexico2020
New York,39.5,2020,1727000.0,2444500.0,4506700.0,3354222.0,11872381.0,45.9,71865.0,1740804.7,43.57,4232748.0,20938.0,High,2,3,New York2020
North Carolina,34.8,2020,1023000.0,1270300.0,2661100.0,2470897.0,6055314.0,61.7,63252.0,598915.9,27.63,3398470.0,8756.0,High,2,3,North Carolina2020
North Dakota,31.8,2020,78000.0,103000.0,165100.0,625886.0,560682.0,38.3,67109.0,54422.9,25.04,215654.0,200.0,Low,0,1,North Dakota2020
Ohio,30.6,2020,1092500.0,1447900.0,2519200.0,3404480.0,6853595.0,53.0,63198.0,684382.5,27.79,4247843.0,6547.0,High,2,3,Ohio2020
Oklahoma,27.0,2020,375800.0,432000.0,983800.0,1579183.0,2263126.0,60.2,54921.0,190063.6,22.6,1223848.0,1286.0,Medium,1,2,Oklahoma2020
Oregon,36.3,2020,377800.0,551900.0,1101700.0,982979.0,2493784.0,47.1,80443.0,247966.7,25.86,1440848.0,4356.0,High,2,3,Oregon2020
Pennsylvania,34.0,2020,1110500.0,1590400.0,2948800.0,3412995.0,7413333.0,50.4,74094.0,771613.2,28.46,4043715.0,7345.0,High,2,3,Pennsylvania2020
Rhode Island,38.0,2020,79800.0,135700.0,288700.0,175780.0,615726.0,51.2,83918.0,60770.6,54.34,381767.0,875.0,Medium,1,2,Rhode Island2020
South Carolina,31.7,2020,444900.0,617600.0,1298700.0,1533340.0,2825222.0,65.3,63159.0,245359.5,29.01,1767348.0,1934.0,Medium,1,2,South Carolina2020
South Dakota,28.4,2020,69800.0,106900.0,207600.0,396626.0,606699.0,42.5,73467.0,55681.2,29.48,325001.0,290.0,Low,0,1,South Dakota2020
Tennessee,30.7,2020,606600.0,823400.0,1824700.0,2039089.0,4121399.0,60.1,57542.0,379007.1,27.98,2115632.0,5437.0,High,2,3,Tennessee2020
Texas,33.2,2020,2778800.0,3740800.0,7380400.0,13480760.0,17706662.0,66.2,71599.0,1789933.4,24.81,8088058.0,15432.0,High,2,3,Texas2020
Utah,36.9,2020,346300.0,408000.0,794300.0,829039.0,2135409.0,48.0,87915.0,202133.4,24.35,902723.0,4876.0,High,2,3,Utah2020
Vermont,42.1,2020,40100.0,78300.0,151600.0,125702.0,409390.0,42.6,70398.0,34018.6,47.86,193407.0,867.0,Medium,1,2,Vermont2020
Virginia,42.0,2020,750400.0,1050000.0,2265800.0,2273099.0,5224997.0,57.8,86053.0,556992.6,26.84,3057254.0,10343.0,High,2,3,Virginia2020
Washington,38.4,2020,657500.0,1075600.0,2039500.0,1779399.0,4436065.0,46.5,85157.0,612969.1,24.61,2800370.0,14099.0,High,2,3,Washington2020
West Virginia,23.1,2020,133200.0,199100.0,445800.0,803921.0,841019.0,54.6,54396.0,76547.9,25.65,508663.0,300.0,Low,0,1,West Virginia2020
Wisconsin,31.8,2020,400700.0,805500.0,1437900.0,1708131.0,3582636.0,42.8,70553.0,340591.1,31.72,1901497.0,5166.0,High,2,3,Wisconsin2020
Wyoming,28.2,2020,49000.0,73500.0,127900.0,504390.0,401871.0,40.4,68506.0,36330.4,24.41,191332.0,104.0,Low,0,1,Wyoming2020
