State,Percentage_pop_with_bachelors,Year,Av_temperature,Median_income,Elec_price,Key,perc_of_tot,Gdp_per_working_pop,Energy_per_working_pop,num_jobs_per_working_pop,charging_ports_per_w_pop,label
Louisiana,21.1,2011,66.6,49085.0,22.76,Louisiana2011,0.0,0.10619544635847226,1.9109384380917194,1.1845674964208193,1.1845674964208193,0
Maine,28.4,2011,44.3,59992.0,36.86,Maine2011,0.0,0.08661532125205931,0.6887561779242175,1.3087133443163097,1.3087133443163097,0
Maryland,36.9,2011,55.6,83151.0,34.98,Maryland2011,0.0,0.11458514486391572,0.5033197541703248,1.192214574187884,1.192214574187884,0
Massachusetts,39.1,2011,50.1,76435.0,41.36,Massachusetts2011,0.0,0.13363576408517053,0.44265152942654357,1.3112590289554675,1.3112590289554675,0
Michigan,25.6,2011,46.7,59010.0,30.57,Michigan2011,0.0,0.08725056613539803,0.607876291327884,1.1140138460543059,1.1140138460543059,0
Minnesota,32.4,2011,42.5,69804.0,25.43,Minnesota2011,0.0,0.11174931869500895,0.7201358716810714,1.350619403566145,1.350619403566145,0
Mississippi,19.8,2011,63.6,49606.0,26.0,Mississippi2011,0.0,0.07026802015628424,0.8241583290732492,1.1027101438691302,1.1027101438691302,0
Missouri,26.1,2011,55.3,55261.0,24.38,Missouri2011,0.0,0.09360542200950102,0.6672475622388113,1.2524809801050112,1.2524809801050112,0
Montana,28.2,2011,41.4,48625.0,24.26,Montana2011,0.0018366527004534236,0.0901982398239824,0.8894389438943895,1.3711221122112212,1.3711221122112212,0
Nebraska,27.9,2011,49.2,67143.0,23.09,Nebraska2011,0.0,0.11738851033834587,1.0138827537593984,1.447905310150376,1.447905310150376,0
Nevada,22.5,2011,50.0,56793.0,26.43,Nevada2011,0.0,0.0961429969879518,0.518480421686747,1.1309028614457832,1.1309028614457832,0
New Hampshire,33.4,2011,45.6,79534.0,43.2,New Hampshire2011,0.0,0.10576051159072741,0.47481534772182254,1.3090151878497203,1.3090151878497203,0
New Jersey,35.3,2011,54.3,75258.0,41.95,New Jersey2011,0.0,0.11624107624159186,0.5341073897860174,1.1762029202896853,1.1762029202896853,0
New Mexico,25.6,2011,54.2,50683.0,25.92,New Mexico2011,0.0,0.09175129096848983,0.707770049531036,1.121579723890821,1.121579723890821,0
New York,32.9,2011,47.0,61131.0,46.57,New York2011,1.7045462293391953e-05,0.13019083993363179,0.3920641976854606,1.1785643176908869,1.1785643176908869,0
North Carolina,26.9,2011,59.0,54575.0,25.34,North Carolina2011,0.0,0.09487368421052632,0.5780582353587518,1.1631280079112185,1.1631280079112185,0
North Dakota,26.3,2011,40.6,68042.0,22.02,North Dakota2011,0.0,0.12935520995334368,1.6337138413685848,1.6478351477449455,1.6478351477449455,0
Ohio,24.7,2011,51.6,53902.0,26.56,Ohio2011,0.0,0.09846940715883669,0.7000445563012677,1.2158199105145413,1.2158199105145413,0
Oklahoma,23.8,2011,60.3,58498.0,22.91,Oklahoma2011,0.0,0.09577450020164774,0.90885233623322,1.243805957250677,1.243805957250677,0
Oregon,29.3,2011,46.9,62205.0,23.57,Oregon2011,0.002377155400761233,0.0926536164205039,0.5468885751520417,1.195456668114683,1.195456668114683,0
Pennsylvania,27.0,2011,49.8,60254.0,30.73,Pennsylvania2011,0.0,0.10627089038183518,0.6378081469512714,1.2275019984692577,1.2275019984692577,0
Rhode Island,31.1,2011,51.7,59196.0,38.22,Rhode Island2011,0.0,0.10033193445243804,0.3706734612310152,1.1824380495603517,1.1824380495603517,0
South Carolina,24.1,2011,62.6,48392.0,25.78,South Carolina2011,0.0,0.0798492343387471,0.7521206496519721,1.1264078886310904,1.1264078886310904,0
South Dakota,26.3,2011,45.0,57011.0,23.58,South Dakota2011,0.0,0.11380630263515348,1.0264900842162457,1.5389296386851399,1.5389296386851399,0
Tennessee,23.6,2011,58.0,51042.0,27.26,Tennessee2011,0.0,0.08918298406822239,0.726182653533417,1.1863029682025517,1.1863029682025517,0
Texas,26.4,2011,65.2,59213.0,26.64,Texas2011,0.0,0.10785378640464435,0.951150233986781,1.1805020664811927,1.1805020664811927,0
Utah,29.7,2011,48.2,66995.0,20.98,Utah2011,0.0,0.09337770506432662,0.5879036216256414,1.2377675317914776,1.2377675317914776,0
Vermont,35.4,2011,44.5,62611.0,40.44,Vermont2011,0.0,0.0988820459290188,0.5276826722338205,1.4507620041753653,1.4507620041753653,0
Virginia,35.1,2011,55.9,75594.0,25.92,Virginia2011,0.0007055086639076923,0.11183704255756578,0.6230908203125,1.2342408511513159,1.2342408511513159,0
Washington,31.9,2011,46.7,68633.0,20.01,Washington2011,0.0007572350516862308,0.11459210844100955,0.6193877551020408,1.1515230648472408,1.1515230648472408,0
West Virginia,18.5,2011,52.0,50489.0,23.16,West Virginia2011,0.0,0.082235538662549,0.8770709110345647,1.079742249673358,1.079742249673358,0
Wisconsin,26.5,2011,45.2,62848.0,30.01,Wisconsin2011,0.0,0.09917137644737332,0.6691920771436017,1.293576827134294,1.293576827134294,0
Wyoming,24.7,2011,41.8,65807.0,19.39,Wyoming2011,0.0,0.1491609756097561,2.093140712945591,1.4645515947467167,1.4645515947467167,0
Alabama,23.3,2012,64.6,51384.0,27.32,Alabama2012,0.0,0.08457521451555237,0.8450286020736504,1.1189122273864855,1.1189122273864855,0
Alaska,28.0,2012,-12.8,75246.0,47.84,Alaska2012,0.0,0.16109342177998895,1.744917081260365,1.2692703150912106,1.2692703150912106,0
Arizona,27.3,2012,60.6,55616.0,28.74,Arizona2012,0.0,0.09058568329718004,0.48237310195227767,1.0997954279993325,1.0997954279993325,0
Arkansas,21.0,2012,62.4,46128.0,22.56,Arkansas2012,0.0,0.08060334323922734,0.7988640416047549,1.162809806835067,1.162809806835067,0
California,30.9,2012,57.5,67410.0,39.75,California2012,0.004151598845749651,0.11209168501180276,0.3950023075086863,1.0963004535448106,1.0963004535448106,0
Colorado,37.5,2012,45.9,67688.0,27.63,Colorado2012,0.0006299439865260708,0.10895973392112099,0.5692021569707943,1.2843127607651736,1.2843127607651736,0
Connecticut,37.1,2012,51.6,75954.0,45.56,Connecticut2012,0.0,0.14357941474462124,0.4340508969545265,1.3250020859407592,1.3250020859407592,0
Delaware,29.5,2012,58.2,57896.0,32.48,Delaware2012,0.0,0.1475848520710059,0.6711739644970415,1.2645230769230769,1.2645230769230769,0
District of Columbia,53.0,2012,61.5,77135.0,34.74,District of Columbia2012,0.0,0.3240595203698353,0.49926032938457093,2.410901473562554,2.410901473562554,0
Florida,26.8,2012,72.0,54466.0,30.58,Florida2012,0.0,0.08813450914689368,0.46076627875384896,1.1602318420575983,1.1602318420575983,0
Georgia,28.2,2012,65.3,56890.0,27.47,Georgia2012,0.0,0.09345759846381833,0.5943889712174657,1.1238696750224375,1.1238696750224375,0
Hawaii,30.1,2012,76.8,66515.0,99.96,Hawaii2012,0.0,0.1144624323463865,0.473414517669532,1.3517287488061127,1.3517287488061127,0
Idaho,25.5,2012,42.6,56654.0,20.3,Idaho2012,0.0,0.08025856612082015,0.7073138846841888,1.2152855373606715,1.2152855373606715,0
Illinois,31.6,2012,53.9,61166.0,24.7,Illinois2012,0.0,0.11678066621652036,0.6176164753544902,1.1952446866660236,1.1952446866660236,0
Indiana,23.4,2012,53.8,54569.0,24.4,Indiana2012,0.0,0.09885325657894738,0.9016253289473685,1.1981361842105263,1.1981361842105263,0
Iowa,26.3,2012,49.4,63180.0,22.6,Iowa2012,0.0,0.11340371959942774,1.0294141630901288,1.4259155937052932,1.4259155937052932,0
Kansas,30.4,2012,55.9,59115.0,27.42,Kansas2012,0.0,0.10730796004842616,0.8079880447941888,1.3933058414043584,1.3933058414043584,0
Kentucky,21.8,2012,57.6,48573.0,21.37,Kentucky2012,0.0,0.08718430969510106,0.9299652522879656,1.1693647530954827,1.1693647530954827,0
Louisiana,22.0,2012,68.4,46207.0,20.49,Louisiana2012,0.0,0.10882828609736928,1.8528734569328216,1.202632576633224,1.202632576633224,0
Maine,28.0,2012,43.0,58116.0,34.62,Maine2012,0.0,0.08982546854082998,0.6721084337349398,1.3335056894243642,1.3335056894243642,0
Maryland,36.9,2012,57.2,84926.0,33.07,Maryland2012,0.0,0.11640126719641544,0.48738439458116006,1.203794588161165,1.203794588161165,0
Massachusetts,39.3,2012,50.3,75256.0,40.41,Massachusetts2012,0.0,0.13878886347256605,0.4307426440635478,1.3327882054335225,1.3327882054335225,0
Michigan,26.0,2012,46.3,59129.0,32.29,Michigan2012,0.0,0.09202342542398712,0.5910447826181612,1.1395887488298173,1.1395887488298173,0
Minnesota,33.2,2012,43.1,73055.0,26.06,Minnesota2012,0.0,0.1166940348132212,0.7088402112262859,1.371241150009779,1.371241150009779,0
Mississippi,20.7,2012,65.2,43318.0,25.5,Mississippi2012,0.0,0.07407699115044247,0.8206644542772862,1.1207367256637168,1.1207367256637168,0
Missouri,26.4,2012,56.4,58832.0,24.99,Missouri2012,0.0,0.09747113934955846,0.6420162969344533,1.2664688778806805,1.2664688778806805,0
Montana,29.4,2012,42.1,53304.0,24.32,Montana2012,0.004154510875586248,0.09394475260705569,0.8811315731084979,1.4047814510761039,1.4047814510761039,0
Nebraska,29.0,2012,49.6,61707.0,24.54,Nebraska2012,0.0,0.12103911865205608,1.004519853894191,1.4743230823612583,1.4743230823612583,0
Nevada,22.4,2012,49.7,55958.0,26.38,Nevada2012,0.0,0.09634398748323647,0.5110594546267322,1.1318715541648041,1.1318715541648041,0
New Hampshire,34.6,2012,45.4,80177.0,41.6,New Hampshire2012,0.0,0.11074874696847212,0.4655246564268391,1.3328391269199678,1.3328391269199678,0
New Jersey,36.2,2012,55.6,78845.0,40.12,New Jersey2012,0.0003021707189019116,0.12116572566475343,0.5096584280192105,1.183984772168209,1.183984772168209,0
New Mexico,26.1,2012,55.0,51337.0,26.21,New Mexico2012,0.0,0.09307208637662749,0.7083211601566635,1.1296824388694824,1.1296824388694824,0
New York,33.4,2012,47.7,56368.0,44.39,New York2012,1.9699759899326348e-05,0.13881748918291842,0.37454097949457577,1.1948788695888464,1.1948788695888464,0
North Carolina,27.4,2012,61.0,49125.0,26.82,North Carolina2012,0.0,0.09715904477090655,0.5543526663901683,1.1692482154940953,1.1692482154940953,0
North Dakota,27.9,2012,41.8,65928.0,22.99,North Dakota2012,0.0,0.15692582500756888,1.6622797456857403,1.7177959430820466,1.7177959430820466,0
Ohio,25.2,2012,53.0,52461.0,26.84,Ohio2012,0.0,0.10245177217090937,0.6786275061950889,1.2401312232484794,1.2401312232484794,0
Oklahoma,23.8,2012,62.3,57228.0,22.16,Oklahoma2012,0.0,0.09995678765361532,0.8932883681051729,1.264231494712775,1.264231494712775,0
Oregon,29.9,2012,46.3,61210.0,24.07,Oregon2012,0.0023351824773401447,0.09496437700549301,0.5319100451405885,1.2073198455430467,1.2073198455430467,0
Pennsylvania,27.8,2012,51.1,61362.0,29.12,Pennsylvania2012,0.0,0.11060153289406302,0.6217472943907685,1.2434739339728926,1.2434739339728926,0
Rhode Island,31.4,2012,52.3,66281.0,37.34,Rhode Island2012,0.0,0.10397702076194315,0.3697923805684338,1.1952791775851643,1.1952791775851643,0
South Carolina,25.1,2012,64.7,52492.0,26.68,South Carolina2012,0.0,0.08221918252094616,0.7281150766097302,1.1356209785677915,1.1356209785677915,0
South Dakota,26.3,2012,45.8,58420.0,24.88,South Dakota2012,0.0,0.11884542501353547,1.0170194910665944,1.556486193827829,1.556486193827829,0
Tennessee,24.3,2012,59.6,50830.0,27.23,Tennessee2012,0.0,0.09473977633668608,0.6887807702488089,1.2027511249338274,1.2027511249338274,0
Texas,26.7,2012,67.8,61388.0,25.33,Texas2012,0.0,0.11270351866390693,0.9405137233443565,1.197147637966994,1.197147637966994,0
Utah,30.7,2012,48.1,68972.0,23.1,Utah2012,0.0,0.09457609171900103,0.5740368044399007,1.2458448955747043,1.2458448955747043,0
Vermont,35.8,2012,44.8,65710.0,41.68,Vermont2012,0.0,0.10328965030024725,0.45747439067467327,1.4899646767926529,1.4899646767926529,0
Virginia,35.5,2012,57.6,76409.0,26.59,Virginia2012,0.00015124428674706812,0.11400143149284253,0.603247699386503,1.2415352760736196,1.2415352760736196,0
Washington,31.7,2012,45.4,73519.0,20.49,Washington2012,0.0008652063556485784,0.12032643374290262,0.6042427974885091,1.174395409619371,1.174395409619371,0
West Virginia,18.6,2012,54.2,51489.0,23.91,West Virginia2012,0.0,0.08436976604679064,0.8770401919616077,1.1024919016196761,1.1024919016196761,0
Wisconsin,27.1,2012,44.8,62751.0,30.25,Wisconsin2012,0.0,0.1036961044792875,0.6503786999962579,1.3095105339969315,1.3095105339969315,0
Wyoming,24.7,2012,41.5,67992.0,21.19,Wyoming2012,0.0,0.1446051358392259,2.050751767770748,1.4763825828061035,1.4763825828061035,0
Alabama,23.5,2013,64.9,55126.0,26.47,Alabama2013,0.0,0.08765498154981549,0.8693321933219332,1.1355134551345514,1.1355134551345514,0
Alaska,28.0,2013,9.8,84427.0,48.37,Alaska2013,0.0,0.15982049134561696,1.6693020658849804,1.2872975991066444,1.2872975991066444,0
Arizona,27.4,2013,61.6,61290.0,29.71,Arizona2013,0.0002658102849973574,0.09229165838468163,0.48500761942622406,1.1168154111177366,1.1168154111177366,0
Arkansas,20.6,2013,63.4,45872.0,23.29,Arkansas2013,0.0,0.08475097305389222,0.8279154191616767,1.1745875748502994,1.1745875748502994,0
California,31.0,2013,59.1,70823.0,42.01,California2013,0.005454872325964071,0.11726193405966633,0.39779660211351286,1.125939118999963,1.125939118999963,0
Colorado,37.8,2013,47.8,79115.0,29.01,Colorado2013,0.0017586205380499536,0.11401939739286551,0.5768921239559753,1.309880181094372,1.309880181094372,0
Connecticut,37.2,2013,52.2,80721.0,45.88,Connecticut2013,0.0,0.14502936407854441,0.4485750315258512,1.3490428151083889,1.3490428151083889,0
Delaware,29.8,2013,58.3,63014.0,32.11,Delaware2013,0.0,0.1446360440590579,0.6583102882587298,1.2767682212327163,1.2767682212327163,0
District of Columbia,55.1,2013,58.8,69964.0,34.74,District of Columbia2013,0.0,0.32003380832634815,0.4884045822855546,2.370008382229673,2.370008382229673,0
Florida,27.2,2013,72.3,56538.0,29.95,Florida2013,0.0,0.09171610155128972,0.4666427514207916,1.1907820850328223,1.1907820850328223,0
Georgia,28.3,2013,65.7,54744.0,28.41,Georgia2013,0.0,0.09701550986327105,0.607019935288592,1.14743408829976,1.14743408829976,0
Hawaii,31.2,2013,76.9,74831.0,97.51,Hawaii2013,0.0,0.11938334667734186,0.48344915932746196,1.390107285828663,1.390107285828663,0
Idaho,26.2,2013,44.6,56462.0,22.19,Idaho2013,0.0,0.085373187905564,0.7323526163192048,1.246535965760044,1.246535965760044,0
Illinois,32.1,2013,55.6,62835.0,24.35,Illinois2013,0.0,0.11950873996194408,0.6462011803786242,1.2099135679040216,1.2099135679040216,0
Indiana,23.8,2013,54.9,57613.0,25.65,Indiana2013,0.0,0.10304321272943351,0.9477089660636472,1.2162039482371583,1.2162039482371583,0
Iowa,26.4,2013,51.7,70080.0,23.65,Iowa2013,0.0,0.1168758466637844,1.0967106211269635,1.4551664504971897,1.4551664504971897,0
Kansas,31.1,2013,57.9,55709.0,28.68,Kansas2013,0.0,0.11036834466427317,0.8374005041631656,1.4277396684745245,1.4277396684745245,0
Kentucky,22.6,2013,58.2,52282.0,22.58,Kentucky2013,0.0,0.0905730133019192,0.9038393952780641,1.1817415206400628,1.1817415206400628,0
Louisiana,22.5,2013,68.5,54083.0,24.3,Louisiana2013,0.0,0.10642346703550024,1.8069857076994007,1.2179147072383587,1.2179147072383587,0
Maine,28.2,2013,43.7,64023.0,34.75,Maine2013,0.0,0.09174684183931278,0.697714333838639,1.3536146201785413,1.3536146201785413,0
Maryland,37.4,2013,57.4,80794.0,34.16,Maryland2013,0.0,0.11904145403704998,0.49450122334847957,1.2212236980076896,1.2212236980076896,0
Massachusetts,40.3,2013,51.1,72844.0,42.53,Massachusetts2013,0.0,0.1420641651031895,0.4511178861788618,1.3613408380237648,1.3613408380237648,0
Michigan,26.9,2013,48.2,65898.0,32.89,Michigan2013,0.0,0.09585146865409909,0.6281266988163087,1.1669798334064008,1.1669798334064008,0
Minnesota,33.5,2013,44.6,74935.0,27.69,Minnesota2013,9.039932092030125e-05,0.12173346897253307,0.737819078175131,1.3915357226700056,1.3915357226700056,0
Mississippi,20.4,2013,65.5,37673.0,26.9,Mississippi2013,0.0,0.07560076803781109,0.8055365187209217,1.1318093198434385,1.1318093198434385,0
Missouri,27.0,2013,58.3,53941.0,26.49,Missouri2013,0.0,0.10080515934322566,0.6652207810871986,1.2811849243703517,1.2811849243703517,0
Montana,29.0,2013,44.2,50328.0,25.74,Montana2013,0.006521147632036374,0.09764841305319624,0.9087460885113992,1.4347720160929818,1.4347720160929818,0
Nebraska,29.4,2013,52.3,67129.0,25.61,Nebraska2013,0.0,0.12602596639642816,1.0244742098460815,1.4880472329925978,1.4880472329925978,0
Nevada,22.5,2013,51.6,60399.0,26.47,Nevada2013,0.0,0.09798694362017804,0.5231862017804154,1.158299703264095,1.158299703264095,0
New Hampshire,34.6,2013,46.4,80498.0,41.91,New Hampshire2013,0.0,0.11485691003911343,0.4990091264667536,1.3608735332464146,1.3608735332464146,0
New Jersey,36.6,2013,55.7,74271.0,40.21,New Jersey2013,2.743825979971168e-05,0.12578063999623257,0.5225519790906308,1.208610044973981,1.208610044973981,0
New Mexico,26.4,2013,55.4,46792.0,27.25,New Mexico2013,0.0,0.09442223404255319,0.7156659574468085,1.1441117021276597,1.1441117021276597,0
New York,34.1,2013,48.7,58209.0,45.25,New York2013,0.00044202233289009383,0.14254253742249318,0.3886414121380405,1.2128788701225495,1.2128788701225495,0
North Carolina,28.4,2013,60.7,53981.0,27.08,North Carolina2013,0.0,0.10081101297568423,0.557911241958347,1.185721295387635,1.185721295387635,0
North Dakota,27.1,2013,43.4,68910.0,24.07,North Dakota2013,0.0,0.1589194729136164,1.7320322108345534,1.7200527086383601,1.7200527086383601,0
Ohio,26.1,2013,53.9,59120.0,27.08,Ohio2013,0.0,0.10690500811412613,0.6954479752424803,1.2606651696418463,1.2606651696418463,0
Oklahoma,23.8,2013,62.9,53777.0,23.23,Oklahoma2013,0.0,0.1035566829157692,0.9158632808071647,1.2743968937762158,1.2743968937762158,0
Oregon,30.7,2013,47.6,57082.0,24.72,Oregon2013,0.004800155709160538,0.09751640412819121,0.5416996197718631,1.2274383487235199,1.2274383487235199,0
Pennsylvania,28.7,2013,51.7,64255.0,28.82,Pennsylvania2013,0.0,0.11496725878286589,0.6631143707117432,1.2640541330627826,1.2640541330627826,0
Rhode Island,32.4,2013,52.6,65614.0,40.2,Rhode Island2013,0.0,0.10694515023190158,0.397019560395241,1.214819520064529,1.214819520064529,0
South Carolina,26.1,2013,64.7,50749.0,27.09,South Carolina2013,0.0,0.08494839065154507,0.7360898112861013,1.1482584140685983,1.1482584140685983,0
South Dakota,26.6,2013,48.8,62224.0,25.96,South Dakota2013,0.0,0.1201615894039735,1.034405298013245,1.5400900662251655,1.5400900662251655,0
Tennessee,24.8,2013,60.2,50514.0,26.81,Tennessee2013,0.0,0.09756395713107997,0.704831986809563,1.216366034624897,1.216366034624897,0
Texas,27.5,2013,67.6,59886.0,25.67,Texas2013,0.0,0.11883514242690427,0.9907086052202284,1.2180001411720416,1.2180001411720416,0
Utah,31.3,2013,50.0,71118.0,23.97,Utah2013,0.0,0.09831632430863033,0.5969325687740437,1.2726798287000072,1.2726798287000072,0
Vermont,35.7,2013,45.6,76320.0,42.83,Vermont2013,0.0,0.10494303117162307,0.4922142601218201,1.522855607309208,1.522855607309208,0
Virginia,36.1,2013,57.5,76779.0,26.25,Virginia2013,0.0007887476053167656,0.11675396076230324,0.6195568538408551,1.2497805954537338,1.2497805954537338,0
Washington,32.7,2013,46.9,74467.0,20.94,Washington2013,0.0299615570724809,0.12553314362737758,0.6097495881383855,1.1956639209225701,1.1956639209225701,1
West Virginia,18.9,2013,54.2,50174.0,23.2,West Virginia2013,0.0,0.08657078842194502,0.9099200678212426,1.1064781397602035,1.1064781397602035,0
Wisconsin,27.7,2013,47.1,60259.0,30.82,Wisconsin2013,0.0,0.10682458381872159,0.6888546089962797,1.3302532787193266,1.3302532787193266,0
Wyoming,26.6,2013,44.4,78566.0,22.24,Wyoming2013,0.0,0.14546390225842282,1.9992484265087005,1.482421325435024,1.482421325435024,0
Alabama,23.5,2014,61.5,48432.0,27.2,Alabama2014,0.0,0.08903432256900595,0.8875076673281617,1.150943532383186,1.150943532383186,0
Alaska,28.0,2014,18.4,77473.0,51.27,Alaska2014,0.0,0.15951680316294833,1.6846173397345383,1.3028155888167186,1.3028155888167186,0
Arizona,27.6,2014,61.1,56424.0,29.83,Arizona2014,0.0004309111530148268,0.09461783376640462,0.48471400848600465,1.1341555109693122,1.1341555109693122,0
Arkansas,21.4,2014,59.1,51461.0,23.19,Arkansas2014,0.0,0.0873951388366318,0.8442584092106253,1.19453231996388,1.19453231996388,0
California,31.7,2014,60.0,69292.0,44.49,California2014,0.041639449713735004,0.12209818417571616,0.38930556354339313,1.1500968823034252,1.1500968823034252,1
Colorado,38.3,2014,45.4,69811.0,29.52,Colorado2014,0.008192710259266066,0.11923369669889448,0.575487461962174,1.3356646508223875,1.3356646508223875,0
Connecticut,38.0,2014,49.3,80374.0,49.96,Connecticut2014,0.0,0.14863299379181483,0.45310107889819784,1.365818214694714,1.365818214694714,0
Delaware,30.6,2014,55.2,65895.0,33.16,Delaware2014,0.0,0.1622470923332542,0.6669878946119155,1.3209518158082127,1.3209518158082127,0
District of Columbia,55.0,2014,58.5,78216.0,35.5,District of Columbia2014,0.0,0.32591320960698694,0.4892958515283843,2.348987445414847,2.348987445414847,0
Florida,27.3,2014,70.9,52856.0,31.55,Florida2014,0.0,0.09530491803278689,0.46699647513008447,1.2238757902982151,1.2238757902982151,0
Georgia,29.1,2014,62.4,56768.0,29.38,Georgia2014,0.0,0.10151193090020298,0.6168393471146277,1.1746002319897262,1.1746002319897262,0
Hawaii,31.0,2014,77.7,81591.0,98.0,Hawaii2014,0.0,0.12161143671788374,0.46767622366545225,1.3982765721527008,1.3982765721527008,0
Idaho,25.0,2014,44.3,61217.0,23.23,Idaho2014,0.0,0.08903240038604715,0.7238783951468358,1.276049910381911,1.276049910381911,0
Illinois,32.8,2014,50.3,62910.0,27.6,Illinois2014,0.0,0.1254972178836392,0.6646814395418457,1.2386899648574776,1.2386899648574776,0
Indiana,24.7,2014,50.3,55056.0,26.63,Indiana2014,0.0,0.1083085535006605,0.9612054161162483,1.2352800528401586,1.2352800528401586,0
Iowa,27.7,2014,46.0,66225.0,23.89,Iowa2014,0.0,0.1248257734189082,1.1108668060863922,1.4703439821158146,1.4703439821158146,0
Kansas,31.5,2014,53.5,61224.0,29.97,Kansas2014,0.0,0.11487195961450207,0.8668923053388404,1.4500986691142725,1.4500986691142725,0
Kentucky,22.2,2014,54.2,49014.0,23.96,Kentucky2014,0.0,0.09276737070667193,0.878233320173707,1.2041413343861034,1.2041413343861034,0
Louisiana,22.9,2014,65.5,48579.0,24.4,Louisiana2014,0.0,0.11120533074648928,1.8204453067257946,1.2401861603843312,1.2401861603843312,0
Maine,29.4,2014,41.8,59237.0,37.08,Maine2014,0.0,0.09590411424685481,0.7056001360081605,1.37855831349881,1.37855831349881,0
Maryland,38.2,2014,54.0,87252.0,35.47,Maryland2014,0.0,0.12314504642882078,0.49792676115338963,1.2349556657124905,1.2349556657124905,0
Massachusetts,41.2,2014,48.4,72344.0,45.0,Massachusetts2014,0.0,0.14638554404306295,0.4519885497370796,1.3838719312984225,1.3838719312984225,0
Michigan,27.4,2014,43.2,59575.0,32.38,Michigan2014,0.0,0.0993104570134752,0.6396350926556902,1.1896948847024686,1.1896948847024686,0
Minnesota,34.3,2014,38.6,77032.0,28.04,Minnesota2014,9.248969780378588e-05,0.12698498475013686,0.7583483225150544,1.4091331039336827,1.4091331039336827,0
Mississippi,21.1,2014,62.2,40692.0,28.35,Mississippi2014,0.0,0.0777084637162867,0.8213716286693489,1.1598517359558933,1.1598517359558933,0
Missouri,27.5,2014,52.9,64873.0,26.71,Missouri2014,0.0,0.1038758219524532,0.6906861044873185,1.2994981573813136,1.2994981573813136,0
Montana,29.3,2014,42.6,58541.0,25.76,Montana2014,0.01076549544184342,0.10079696564033913,0.9042235609103079,1.447730923694779,1.447730923694779,0
Nebraska,29.5,2014,48.4,65148.0,25.91,Nebraska2014,0.0,0.1324960350337318,1.0395632619244881,1.5182210912534029,1.5182210912534029,0
Nevada,23.1,2014,51.4,57135.0,28.5,Nevada2014,0.0,0.09930541764018692,0.5171816588785046,1.1744261098130842,1.1744261098130842,0
New Hampshire,35.0,2014,43.9,84081.0,44.61,New Hampshire2014,0.0,0.11978208073514932,0.5158139153265507,1.3857876599934362,1.3857876599934362,0
New Jersey,37.4,2014,52.6,74740.0,40.98,New Jersey2014,0.0009205067619851418,0.1278209517530434,0.5256198639007276,1.2260199204125362,1.2260199204125362,0
New Mexico,26.4,2014,54.0,53482.0,28.45,New Mexico2014,0.0,0.09832092576791808,0.7272333617747441,1.1559001706484642,1.1559001706484642,0
New York,34.5,2014,45.1,62216.0,47.63,New York2014,0.002383861374778669,0.14933762967292158,0.4008544323613517,1.2383391429585255,1.2383391429585255,0
North Carolina,28.7,2014,57.8,53594.0,27.35,North Carolina2014,0.0,0.1048069106131922,0.5646222588551721,1.20787410797562,1.20787410797562,0
North Dakota,27.4,2014,38.6,69570.0,24.69,North Dakota2014,0.0,0.1730473577822697,1.8496650303205313,1.7527837135431708,1.7527837135431708,0
Ohio,26.6,2014,50.0,56870.0,28.62,Ohio2014,0.0,0.11312143196277658,0.720407938467382,1.2860066470420664,1.2860066470420664,0
