State,Percentage_pop_with_bachelors,Year,Av_temperature,Median_income,Elec_price,Key,perc_of_tot,Gdp_per_working_pop,Energy_per_working_pop,num_jobs_per_working_pop,charging_ports_per_w_pop,label
Virginia,38.7,2017,57.7,78265.0,26.89,Virginia2017,0.02804998186900843,0.1314055172768408,0.6173969045660223,1.3441652097902097,1.3441652097902097,1
Washington,35.5,2017,47.9,79071.0,23.44,Washington2017,0.16792189393201437,0.1486575844304522,0.5939725243274184,1.268540641099027,1.268540641099027,2
West Virginia,20.2,2017,55.0,51900.0,26.4,West Virginia2017,0.0,0.09646738009283136,0.9708818978855079,1.146027591542032,1.146027591542032,0
Wisconsin,30.4,2017,46.5,70164.0,31.54,Wisconsin2017,0.0,0.1233617796380266,0.704548695888075,1.4258272293919312,1.4258272293919312,0
Wyoming,27.6,2017,43.4,65803.0,24.4,Wyoming2017,0.0,0.14733346613545817,2.1308366533864542,1.589398406374502,1.589398406374502,0
Alabama,25.5,2018,64.0,53879.0,28.27,Alabama2018,0.005552440019766686,0.10332762520193861,0.903029309946919,1.2426009693053313,1.2426009693053313,0
Alaska,30.2,2018,6.7,74161.0,56.8,Alaska2018,0.013095432967752497,0.16223286052009456,1.78677304964539,1.3440602836879432,1.3440602836879432,1
Arizona,29.7,2018,63.5,67201.0,31.8,Arizona2018,0.11142366412852062,0.11031051130129471,0.4834659393711402,1.2083996363522367,1.2083996363522367,1
Arkansas,23.3,2018,61.8,53712.0,22.83,Arkansas2018,0.020517585959457685,0.09636972948466072,0.8438544657699864,1.2527965845549343,1.2527965845549343,1
California,34.2,2018,60.9,76055.0,48.7,California2018,1.1029464230539752,0.151632709991783,0.41164387361501464,1.2601935970104727,1.2601935970104727,2
Colorado,41.7,2018,48.3,78801.0,29.41,Colorado2018,0.18941405656951457,0.13594802585923518,0.557807808904635,1.4090909090909092,1.4090909090909092,2
Connecticut,39.6,2018,50.3,78561.0,53.97,Connecticut2018,0.04316186694971872,0.17524760533400113,0.47339823452075375,1.4490001878169412,1.4490001878169412,1
Delaware,31.3,2018,57.1,70145.0,31.12,Delaware2018,0.0200755486739754,0.17203408820023838,0.7164886769964243,1.4231203814064362,1.4231203814064362,1
District of Columbia,60.4,2018,60.8,92521.0,35.27,District of Columbia2018,0.042913748134444006,0.36272715472481826,0.4531100726895119,2.373335929387331,2.373335929387331,1
Florida,30.4,2018,72.2,58959.0,30.24,Florida2018,0.10995355187381113,0.11340656676713827,0.47636918489278857,1.3468281720960666,1.3468281720960666,1
Georgia,31.9,2018,64.9,60229.0,28.19,Georgia2018,0.04396384058441549,0.1227415437280952,0.6120504931127231,1.2811461814328795,1.2811461814328795,1
Hawaii,33.5,2018,78.1,86433.0,85.59,Hawaii2018,0.18940434786022156,0.14903613265137766,0.5054314469559479,1.525086619369741,1.525086619369741,2
Idaho,27.7,2018,45.2,63365.0,23.95,Idaho2018,0.017702839468647605,0.10073591045164648,0.7242834830144474,1.3552661720682024,1.3552661720682024,1
Illinois,35.1,2018,53.7,75684.0,28.33,Illinois2018,0.032516236343906546,0.14678937819001917,0.681268377053906,1.3363042409238126,1.3363042409238126,1
Indiana,27.1,2018,53.2,64621.0,28.68,Indiana2018,0.029081271927679234,0.12454007875592338,0.9364506440632717,1.3226463325101783,1.3226463325101783,1
Iowa,29.0,2018,49.5,74144.0,26.13,Iowa2018,0.0,0.13954867385601866,1.1902732439522006,1.5127455552317108,1.5127455552317108,0
Kansas,33.8,2018,56.2,68987.0,31.68,Kansas2018,0.012920810811642265,0.13529831998743916,0.8920018841262365,1.5117090595069869,1.5117090595069869,0
Kentucky,24.8,2018,56.9,58863.0,25.06,Kentucky2018,0.00505243498329212,0.1045983248909173,0.8750779878629821,1.2766808766738553,1.2766808766738553,0
Louisiana,24.3,2018,67.7,53919.0,23.4,Louisiana2018,0.012668715255508552,0.12314229514488581,2.036849932834389,1.3074021301093839,1.3074021301093839,0
Maine,31.5,2018,41.8,63295.0,39.38,Maine2018,0.005889794266925476,0.11556141899046947,0.6850900105894812,1.4891846099541122,1.4891846099541122,0
Maryland,40.8,2018,56.1,93031.0,33.9,Maryland2018,0.04556654666435713,0.1479231600172836,0.5011155120265015,1.3507874837966296,1.3507874837966296,1
Massachusetts,44.5,2018,49.0,93163.0,54.23,Massachusetts2018,0.049804584587611625,0.1755102085346467,0.4580003740531779,1.5132449113182258,1.5132449113182258,1
Michigan,29.6,2018,45.9,65222.0,33.46,Michigan2018,0.011408956526915216,0.11631046971763286,0.6508960629569184,1.277695901987525,1.277695901987525,0
Minnesota,36.7,2018,42.3,77488.0,30.55,Minnesota2018,0.01183895979054148,0.14631712881022615,0.7630969518190757,1.4854654867256638,1.4854654867256638,0
Mississippi,23.2,2018,64.7,46159.0,27.28,Mississippi2018,0.0027867370701458068,0.08590590307020901,0.8466595207105122,1.2271411071127785,1.2271411071127785,0
Missouri,29.5,2018,56.5,66600.0,29.1,Missouri2018,0.016268547095065398,0.11761247273668256,0.6879091345976119,1.3961180732690104,1.3961180732690104,1
Montana,31.7,2018,43.7,62233.0,26.65,Montana2018,0.301648466914728,0.11287275548658834,0.9672267789847041,1.5163289736200398,1.5163289736200398,2
Nebraska,32.4,2018,50.5,72911.0,26.45,Nebraska2018,0.018740300430441274,0.1500301204819277,1.0737833687691944,1.5712130876446964,1.5712130876446964,1
Nevada,24.9,2018,53.0,66749.0,25.42,Nevada2018,0.059044851735955896,0.1191862793139657,0.543638781939097,1.2943059152957648,1.2943059152957648,1
New Hampshire,36.8,2018,44.3,87769.0,49.87,New Hampshire2018,0.047932870311011344,0.141099932705249,0.5478718034993271,1.5015612382234185,1.5015612382234185,1
New Jersey,40.8,2018,54.0,80033.0,38.86,New Jersey2018,0.05446122778118059,0.14999792384162575,0.5359231577147603,1.3556239466549425,1.3556239466549425,1
New Mexico,27.7,2018,56.4,52096.0,27.57,New Mexico2018,0.009912072294080511,0.10687616745412593,0.7725524667618943,1.2201999780243928,1.2201999780243928,0
New York,37.2,2018,46.2,72586.0,43.46,New York2018,0.18579271381068369,0.18560979183066562,0.4314300708475466,1.3836290781072333,1.3836290781072333,2
North Carolina,31.9,2018,60.2,57583.0,27.12,North Carolina2018,0.04847101212482479,0.1212781017064992,0.5734674611819482,1.2935091091604194,1.2935091091604194,1
North Dakota,29.7,2018,42.1,71756.0,26.16,North Dakota2018,0.0,0.17030382293762575,1.9061598160390918,1.6623972405863754,1.6623972405863754,0
Ohio,29.0,2018,52.4,66500.0,29.24,Ohio2018,0.031106131426880824,0.12904588362735994,0.7278000232126277,1.3670260755184154,1.3670260755184154,1
Oklahoma,25.6,2018,61.4,58732.0,23.91,Oklahoma2018,0.027310199896776702,0.11614765369850455,0.9828075402509597,1.3243854924654788,1.3243854924654788,1
Oregon,34.0,2018,48.9,74626.0,25.93,Oregon2018,0.052330240766130846,0.12194070455129855,0.5253412188223193,1.3216333247621497,1.3216333247621497,1
Pennsylvania,31.8,2018,49.9,69619.0,29.7,Pennsylvania2018,0.02884148327499111,0.13767430360382796,0.6996735920879433,1.3809338645985272,1.3809338645985272,1
Rhode Island,34.4,2018,51.0,67183.0,53.05,Rhode Island2018,0.030563607475955417,0.12255229433650269,0.40420835055808185,1.3409156676312526,1.3409156676312526,1
South Carolina,28.3,2018,64.2,61980.0,28.33,South Carolina2018,0.009835065944117155,0.10486508114912557,0.7530989524794317,1.2783401519579194,1.2783401519579194,0
South Dakota,29.2,2018,46.9,64158.0,29.21,South Dakota2018,0.005573219565344606,0.13991252006420546,1.0879534510433386,1.6325227394328519,1.6325227394328519,0
Tennessee,27.5,2018,59.0,60487.0,28.15,Tennessee2018,0.015096294669170172,0.11828609129117389,0.7275893526211188,1.3421601016518425,1.3421601016518425,1
Texas,30.3,2018,66.7,64506.0,25.16,Texas2018,0.06878974899379535,0.13297152284786218,1.0295772888281376,1.2939457942002146,1.2939457942002146,1
Utah,34.9,2018,51.3,83152.0,24.16,Utah2018,0.05195104440800878,0.12316873664529915,0.5637813835470086,1.3820345886752137,1.3820345886752137,1
Vermont,38.7,2018,43.1,75599.0,44.35,Vermont2018,0.05542780185247959,0.12306215109787869,0.5159732043170823,1.6287234834387794,1.6287234834387794,1
Virginia,39.3,2018,56.6,83243.0,27.79,Virginia2018,0.10065075656379725,0.1378123302904135,0.6467826941477669,1.3700804261811788,1.3700804261811788,1
Washington,36.7,2018,47.7,86021.0,23.63,Washington2018,0.19103259797250466,0.15854631528671367,0.5771893349815975,1.2748919731407862,1.2748919731407862,2
West Virginia,21.3,2018,53.1,54566.0,25.55,West Virginia2018,0.017853380894740038,0.10275450888802387,1.078644089788504,1.1649889710652654,1.1649889710652654,1
Wisconsin,30.0,2018,44.4,67574.0,31.02,Wisconsin2018,0.3049554542763224,0.1288554487676329,0.735002712757712,1.4420031778018911,1.4420031778018911,2
Wyoming,26.9,2018,43.9,67477.0,23.87,Wyoming2018,0.005404183820856219,0.15618700159489632,2.2233014354066984,1.6130821371610846,1.6130821371610846,0
Alabama,26.3,2019,65.0,59558.0,28.85,Alabama2019,0.02560324080132454,0.10723933682211828,0.8921094799240494,1.2560380678923726,1.2560380678923726,1
Alaska,30.2,2019,7.5,83079.0,59.36,Alaska2019,0.02352730287481234,0.1630271075364909,1.8042567768841227,1.3547363717605005,1.3547363717605005,1
Arizona,30.2,2019,61.8,74897.0,30.83,Arizona2019,0.22623005056613624,0.11545653252309791,0.48254976126992,1.2184488745581943,1.2184488745581943,2
Arkansas,23.3,2019,61.6,57799.0,24.11,Arkansas2019,0.03236917552213623,0.10022722425350396,0.8352201401584399,1.2676828153564899,1.2676828153564899,1
California,35.0,2019,59.9,82772.0,49.6,California2019,0.0,0.1603037859310461,0.41042058290483013,1.2764359247239316,1.2764359247239316,0
Colorado,42.7,2019,46.9,76832.0,29.87,Colorado2019,0.27291240958914964,0.14194448641842058,0.563645259938838,1.401466810577442,1.401466810577442,2
Connecticut,39.8,2019,50.9,92507.0,54.68,Connecticut2019,0.09944859166043461,0.18220276584996212,0.4644588279868654,1.451165066936095,1.451165066936095,1
Delaware,33.2,2019,57.4,78628.0,31.05,Delaware2019,0.05998176932050574,0.1857611687998068,0.7211205022941318,1.4557160106254527,1.4557160106254527,1
District of Columbia,59.7,2019,59.8,98675.0,35.97,District of Columbia2019,0.15802129852284438,0.37293654493654493,0.43355866355866357,2.3703418803418805,2.3703418803418805,2
Florida,30.7,2019,72.6,61856.0,30.61,Florida2019,0.15120155884522105,0.11930441410107775,0.4692844261239212,1.3699155180557345,1.3699155180557345,2
Georgia,32.5,2019,65.6,60012.0,28.91,Georgia2019,0.13361832479882954,0.12983424571114593,0.6015334052382019,1.3023046867050612,1.3023046867050612,2
Hawaii,33.6,2019,80.9,93265.0,84.23,Hawaii2019,0.20220805585671886,0.1545530519589709,0.5175113502606357,1.5371834538422735,1.5371834538422735,2
Idaho,28.7,2019,44.2,69932.0,23.12,Idaho2019,0.03885945829250876,0.10602405938059892,0.7243383670335296,1.361809572562068,1.361809572562068,1
Illinois,35.8,2019,52.6,78845.0,28.25,Illinois2019,0.10004975885116506,0.1528393154756791,0.6789608425972062,1.3504412295321386,1.3504412295321386,1
Indiana,26.9,2019,52.8,70679.0,29.14,Indiana2019,0.05887522249756288,0.12734122953558302,0.9285302372201805,1.3264537253591715,1.3264537253591715,1
Iowa,29.3,2019,47.6,70002.0,26.62,Iowa2019,0.0,0.1432608886611522,1.2043386282116975,1.5160617817143693,1.5160617817143693,0
Kansas,34.0,2019,54.7,77523.0,30.33,Kansas2019,0.05775238690509499,0.1400415609137056,0.8959065672588833,1.5264427347715737,1.5264427347715737,1
Kentucky,25.1,2019,57.4,58989.0,25.33,Kentucky2019,0.027738386872014603,0.11083225119204626,0.874118900273917,1.2936136755605154,1.2936136755605154,1
Louisiana,25.0,2019,68.2,54797.0,23.4,Louisiana2019,0.021263685255968095,0.12405044913814033,2.0791672736100995,1.3196873027433844,1.3196873027433844,1
Maine,33.2,2019,41.7,70523.0,41.14,Maine2019,0.04119100859126751,0.1209338028169014,0.6765158450704225,1.4832271126760563,1.4832271126760563,1
Maryland,40.9,2019,56.2,101283.0,32.93,Maryland2019,0.15559172474603986,0.15257932561431525,0.4918975717759791,1.3587906065115605,1.3587906065115605,2
Massachusetts,45.0,2019,49.6,92949.0,53.92,Massachusetts2019,0.13290735313761418,0.18507382192382507,0.45962069398255634,1.5288288260023843,1.5288288260023843,2
Michigan,30.0,2019,44.8,67951.0,33.93,Michigan2019,0.05841430931612878,0.12003089760938204,0.649562246278755,1.2886517816869643,1.2886517816869643,1
Minnesota,37.3,2019,40.3,86292.0,30.43,Minnesota2019,0.029561799404408683,0.15175550373503022,0.7511683332674598,1.4954440535947195,1.4954440535947195,1
Mississippi,22.3,2019,65.3,47463.0,27.39,Mississippi2019,0.006699244846233722,0.08859500542888164,0.8478594695207073,1.2468559019699086,1.2468559019699086,0
Missouri,30.2,2019,55.4,64218.0,28.38,Missouri2019,0.06055179589904072,0.12369263392857142,0.671766369047619,1.4061941964285714,1.4061941964285714,1
Montana,33.6,2019,41.5,63792.0,27.19,Montana2019,0.09427989743075893,0.11498095659875997,0.9874047829937999,1.5200597874224977,1.5200597874224977,1
Nebraska,33.2,2019,48.5,77437.0,26.62,Nebraska2019,0.07297582732378151,0.15653715574548907,1.076945631528965,1.577412155745489,1.577412155745489,1
Nevada,25.7,2019,51.6,75143.0,25.73,Nevada2019,0.18553313185963244,0.1262902398447248,0.5400949674199362,1.3061243587966171,1.3061243587966171,2
New Hampshire,37.6,2019,44.4,92093.0,50.28,New Hampshire2019,0.13225052787787983,0.1473813702328721,0.5394313196085049,1.5020418494768815,1.5020418494768815,2
New Jersey,41.2,2019,54.4,92969.0,39.43,New Jersey2019,0.12200384880464646,0.15751739130434783,0.5185158102766798,1.3763374505928854,1.3763374505928854,2
New Mexico,27.7,2019,55.4,56287.0,26.48,New Mexico2019,0.036146248969754005,0.11243938726030417,0.8138461538461539,1.2309664976856953,1.2309664976856953,1
New York,37.8,2019,46.2,76149.0,42.04,New York2019,0.3279639437664238,0.1981715590634977,0.42589881163533166,1.413018690138347,1.413018690138347,2
North Carolina,32.3,2019,60.9,64814.0,27.7,North Carolina2019,0.07089689669579699,0.12654498627104574,0.565390689853345,1.308949149656244,1.308949149656244,1
North Dakota,30.4,2019,39.6,74216.0,25.98,North Dakota2019,0.008738203425375743,0.17169141531322504,1.9833961716937354,1.6874303944315545,1.6874303944315545,0
Ohio,29.3,2019,52.4,68527.0,28.19,Ohio2019,0.05297012512072576,0.13567251780640643,0.7079105203751995,1.3763058031370412,1.3763058031370412,1
Oklahoma,26.2,2019,60.3,62946.0,23.24,Oklahoma2019,0.06023266060250189,0.11678820636010066,0.963736559139785,1.3211233127430795,1.3211233127430795,1
Oregon,34.5,2019,48.3,78860.0,25.81,Oregon2019,0.2120299073764089,0.12642314379218655,0.5254540805890775,1.318394866025772,1.318394866025772,2
Pennsylvania,32.3,2019,50.0,74800.0,28.84,Pennsylvania2019,0.10227728038502183,0.14365044986800282,0.6858132643715317,1.3959818975270728,1.3959818975270728,1
Rhode Island,34.8,2019,51.7,74344.0,54.18,Rhode Island2019,0.059267404440767904,0.12969240479697033,0.40096991373869134,1.3697391121397013,1.3697391121397013,1
South Carolina,29.6,2019,64.8,65735.0,29.36,South Carolina2019,0.0979323722562697,0.11034279818777196,0.7359938097160543,1.2929350020185708,1.2929350020185708,1
South Dakota,29.7,2019,44.1,68095.0,29.18,South Dakota2019,0.029165743084802315,0.14670279815267592,1.102836185819071,1.6596033686498235,1.6596033686498235,1
Tennessee,28.7,2019,59.6,60011.0,28.48,Tennessee2019,0.09568795567327529,0.12336627397527018,0.7048210171031707,1.3529844546133125,1.3529844546133125,1
Texas,30.8,2019,66.3,71474.0,25.51,Texas2019,0.1441008503874725,0.13557085758464255,1.0381818447040976,1.3057707175470075,1.3057707175470075,2
Utah,34.8,2019,49.9,89574.0,24.25,Utah2019,0.2166777880854342,0.12915745547742655,0.5619530787934547,1.382030623644608,1.382030623644608,2
Vermont,38.7,2019,43.1,78746.0,45.02,Vermont2019,0.1766519376055677,0.1289295668549906,0.5156497175141243,1.6331525423728814,1.6331525423728814,2
Virginia,39.6,2019,56.9,86172.0,27.89,Virginia2019,0.20627381138403011,0.14559617844370776,0.6423822078362786,1.3912884700723067,1.3912884700723067,2
Washington,37.0,2019,48.0,87381.0,23.76,Washington2019,0.2906675570915309,0.1664984055944056,0.5814441958041958,1.283793846153846,1.283793846153846,2
West Virginia,21.1,2019,53.7,56916.0,24.89,West Virginia2019,0.03726851593042713,0.10438952493749178,1.0915304645348072,1.1601500197394394,1.1601500197394394,1
Wisconsin,31.3,2019,43.0,71380.0,31.23,Wisconsin2019,0.21012963566385445,0.13462657931679925,0.7205763531430354,1.4503540789268445,1.4503540789268445,2
Wyoming,29.1,2019,42.2,69027.0,23.91,Wyoming2019,0.029049174646695784,0.15853638922396462,2.1981141938078004,1.6414756735022116,1.6414756735022116,1
Alabama,27.8,2020,65.6,57243.0,28.89,Alabama2020,0.04534788658213519,0.10295732631766699,0.8198769285650584,1.1911410862391867,1.1911410862391867,1
Alaska,31.9,2020,-6.4,78236.0,58.22,Alaska2020,0.0613518440611415,0.15053742916790933,1.9091321204891143,1.2848911422606621,1.2848911422606621,1
Arizona,33.0,2020,60.4,70220.0,30.59,Arizona2020,0.3320307151232895,0.1121729544053316,0.4427803059217287,1.1508869381403952,1.1508869381403952,2
Arkansas,24.9,2020,61.5,53148.0,24.43,Arkansas2020,0.06602195917871434,0.10254045158821279,0.7919334098737084,1.2556004592422503,1.2556004592422503,1
California,36.9,2020,58.3,81278.0,52.86,California2020,0.0,0.1574507681800883,0.3609046122085112,1.2071654754270997,1.2071654754270997,0
Colorado,44.2,2020,45.4,87689.0,30.16,Colorado2020,0.4179306271765949,0.13626695225159335,0.5053850172395778,1.3310775606867968,1.3310775606867968,2
Connecticut,42.4,2020,50.2,83141.0,56.08,Connecticut2020,0.25578551666114857,0.17866966364812417,0.43144307891332473,1.4343447606727038,1.4343447606727038,2
Delaware,34.7,2020,57.9,73292.0,30.34,Delaware2020,0.18874048784006348,0.1766509785647717,0.6457222739981361,1.379415191053122,1.379415191053122,2
District of Columbia,63.6,2020,60.6,92337.0,34.87,District of Columbia2020,0.4693362244825176,0.3394792399718508,0.33725779967159275,2.031147079521464,2.031147079521464,2
Florida,33.7,2020,73.5,60460.0,29.49,Florida2020,0.2523224672459652,0.11724165879265093,0.4202764304461942,1.3354433595800526,1.3354433595800526,2
Georgia,34.8,2020,66.5,62033.0,29.09,Georgia2020,0.2711547478830161,0.1201194038450458,0.5238567614804003,1.2151539362744157,1.2151539362744157,2
Hawaii,35.5,2020,79.1,84600.0,80.78,Hawaii2020,0.8183519692449561,0.13565992767915844,0.38217619986850754,1.3440959894806048,1.3440959894806048,2
Idaho,30.9,2020,43.1,69841.0,23.4,Idaho2020,0.11472528817292756,0.1014495867768595,0.6494663518299882,1.272871310507674,1.272871310507674,2
Illinois,37.6,2020,52.6,77805.0,28.79,Illinois2020,0.23005270739645645,0.1468046699672794,0.6189376937967896,1.288181522279136,1.288181522279136,2
Indiana,28.9,2020,53.0,69925.0,29.19,Indiana2020,0.10246036723754419,0.12445696400625977,0.853867745479972,1.2797612626111277,1.2797612626111277,1
Iowa,29.5,2020,47.2,72030.0,26.29,Iowa2020,0.0,0.13713652186020606,1.0624387357282095,1.3996164021164021,1.3996164021164021,0
Kansas,35.1,2020,54.0,76495.0,30.68,Kansas2020,0.13227111529519742,0.13050701844638787,0.7860233703240979,1.3809700889248182,1.3809700889248182,2
Kentucky,27.4,2020,57.9,59405.0,25.27,Kentucky2020,0.04639716582030858,0.10986099290780142,0.8082431610942249,1.2523080040526848,1.2523080040526848,1
Louisiana,27.2,2020,68.0,53576.0,22.84,Louisiana2020,0.06506086915544759,0.11289401369131426,2.039306695149779,1.258953245618294,1.258953245618294,1
Maine,33.5,2020,41.2,66667.0,39.7,Maine2020,0.11177294926125944,0.12069612694079508,0.622932946596144,1.3874884831939942,1.3874884831939942,2
Maryland,43.1,2020,57.0,99215.0,32.68,Maryland2020,0.24057430740976543,0.1536018390460883,0.45327365155309685,1.3533140208574739,1.3533140208574739,2
Massachusetts,46.9,2020,49.0,91912.0,53.32,Massachusetts2020,0.3043866519115512,0.17978072385400026,0.3927771291630822,1.4134032813076072,1.4134032813076072,2
Michigan,32.1,2020,44.8,67399.0,35.85,Michigan2020,0.14132311725211985,0.11790295377779793,0.5917940289710516,1.2214465123659692,1.2214465123659692,2
Minnesota,37.9,2020,39.9,82431.0,31.15,Minnesota2020,0.08378174394170572,0.1461767398556909,0.6716964077895881,1.3997009077507951,1.3997009077507951,1
Mississippi,24.5,2020,65.5,47242.0,26.97,Mississippi2020,0.0192789421948822,0.08551095595335363,0.7704530936641165,1.168827155908787,1.168827155908787,1
Missouri,31.9,2020,55.3,65081.0,28.24,Missouri2020,0.10314476020600831,0.1230439269746647,0.6341788375558868,1.3760622205663189,1.3760622205663189,1
Montana,34.6,2020,39.8,59390.0,27.66,Montana2020,0.2881844380403458,0.11354543482975495,0.9310930383864672,1.4841314248536108,1.4841314248536108,2
Nebraska,33.3,2020,47.6,75622.0,26.3,Nebraska2020,0.13538014456551134,0.14676205016357688,0.9418255179934569,1.42419520174482,1.42419520174482,2
Nevada,28.0,2020,50.0,64020.0,24.43,Nevada2020,0.37741982261852275,0.1149957350393176,0.4731993869119019,1.1801519392243103,1.1801519392243103,2
New Hampshire,40.2,2020,43.8,93045.0,48.75,New Hampshire2020,0.21005804806596864,0.14745067601402104,0.4933199799699549,1.4329861458854949,1.4329861458854949,2
New Jersey,43.1,2020,54.8,89543.0,40.07,New Jersey2020,0.29860790004427173,0.15121833390235576,0.4618480222406477,1.297273569721504,1.297273569721504,2
New Mexico,30.1,2020,54.6,53283.0,27.49,New Mexico2020,0.12260499555256389,0.10916022099447514,0.7731911602209944,1.1819668508287293,1.1819668508287293,2
New York,39.5,2020,45.9,71865.0,43.57,New York2020,0.4946668216487256,0.20059513493581618,0.38651125809499665,1.3680695305478094,1.3680695305478094,2
North Carolina,34.8,2020,61.7,63252.0,27.63,North Carolina2020,0.2576453521731838,0.1208856571936057,0.49872779751332147,1.2222093492652994,1.2222093492652994,2
North Dakota,31.8,2020,38.3,67109.0,25.04,North Dakota2020,0.09274115017574448,0.1572461716266975,1.8083964172204565,1.62,1.62,1
Ohio,30.6,2020,53.0,63198.0,27.79,Ohio2020,0.15412528193720906,0.1352641513163096,0.6728753261127361,1.3545724958494743,1.3545724958494743,2
Oklahoma,27.0,2020,60.2,54921.0,22.6,Oklahoma2020,0.10507840842980501,0.10608595668676044,0.881437262781871,1.2631870953337798,1.2631870953337798,1
Oregon,36.3,2020,47.1,80443.0,25.86,Oregon2020,0.302321965953383,0.12206689967510093,0.4838923894850842,1.227618391257261,1.227618391257261,2
Pennsylvania,34.0,2020,50.4,74094.0,28.46,Pennsylvania2020,0.18163990291106075,0.13657595978547532,0.604101987716162,1.312164008708427,1.312164008708427,2
Rhode Island,38.0,2020,51.2,83918.0,54.34,Rhode Island2020,0.22919739003109227,0.12052875842919476,0.3486314954383181,1.2211939706465689,1.2211939706465689,2
South Carolina,31.7,2020,65.3,63159.0,29.01,South Carolina2020,0.10942949549268169,0.10391305268507539,0.6493901406064713,1.196519566322209,1.196519566322209,1
South Dakota,28.4,2020,42.5,73467.0,29.48,South Dakota2020,0.08923049467540099,0.14488992974238876,1.0320739005984907,1.578711943793911,1.578711943793911,1
Tennessee,30.7,2020,60.1,57542.0,27.98,Tennessee2020,0.2569917641631437,0.11644916582173472,0.626505975973208,1.2662915168832765,1.2662915168832765,2
Texas,33.2,2020,66.2,71599.0,24.81,Texas2020,0.19079981869566218,0.1287721870503597,0.9698388489208634,1.2738605755395684,1.2738605755395684,2
Utah,36.9,2020,48.0,87915.0,24.35,Utah2020,0.5401435434790074,0.13052654010073614,0.5353474105643807,1.3789287098024021,1.3789287098024021,2
Vermont,42.1,2020,42.6,70398.0,47.86,Vermont2020,0.4482774666894166,0.1259948148148148,0.46556296296296296,1.5162592592592592,1.5162592592592592,2
Virginia,42.0,2020,57.8,86053.0,26.84,Virginia2020,0.33831013059431764,0.13698111258669027,0.559022920663027,1.2849827849097437,1.2849827849097437,2
Washington,38.4,2020,46.5,85157.0,24.61,Washington2020,0.5034691844292004,0.16247921857604833,0.4716638392620474,1.175864125536765,1.175864125536765,2
West Virginia,23.1,2020,54.6,54396.0,25.65,West Virginia2020,0.05897814466552511,0.09837797198303559,1.0331846806323095,1.0808623570235187,1.0808623570235187,1
Wisconsin,31.8,2020,42.8,70553.0,31.72,Wisconsin2020,0.2716806810633937,0.12881173178018984,0.6460160357021293,1.354954805037631,1.354954805037631,2
Wyoming,28.2,2020,40.4,68506.0,24.41,Wyoming2020,0.054355779482783854,0.1450894568690096,2.0143370607028754,1.6049161341853035,1.6049161341853035,1
